Scenario ID,Own/Target Ship CPA,Closest Distance (Skewed),Ship 1,Ship 2,Closest Distance (Parallel),Ship 1,Ship 2,Evaluation Time
42,1627.549,927.011,1,11,801.1611,0,10,0.3553791
43,2187.685,694.9436,7,11,445.5262,7,11,0.3731518
44,2464.37,562.0908,0,6,749.4785,2,8,0.3715668
45,1501.2,565.1799,0,7,538.9085,0,7,0.3624496
46,1563.783,537.0426,3,9,475.1667,3,9,0.3844185
47,899.7964,579.2205,5,6,468.1332,5,6,0.3670082
48,2041.578,1025.409,0,10,795.0151,0,10,0.3535767
49,2532.4,562.1924,1,10,550.5693,3,4,0.366518
50,1201.835,536.0974,6,10,519.1018,2,19,1.216043
51,789.2333,559.0027,1,6,473.9014,8,18,1.269142
52,1148.008,230.5935,1,7,346.2902,6,19,1.217987
53,4378.666,524.395,7,20,525.7073,6,7,1.171873
54,2813.177,118.791,2,4,135.6236,2,4,1.162645
55,668.96,517.3544,2,10,361.9562,13,16,1.225561
56,2427.336,709.6196,14,15,595.0555,8,21,1.172274
57,3829.98,546.0833,1,9,469.1154,1,9,1.192156
58,853.3694,551.5438,12,21,555.2959,12,21,1.200331
59,3585.754,435.2751,1,19,518.4586,0,14,1.209589
60,1706.137,518.7352,1,10,444.4081,7,20,1.225904
61,2540.784,545.1705,1,9,447.3311,9,11,1.166012
62,2565.323,460.3715,1,21,496.3023,0,16,1.267212
63,2223.95,519.8145,5,11,465.6102,11,14,1.207813
64,1934.082,571.1496,6,14,493.4315,6,7,1.197826
65,2927.355,462.2466,0,12,540.1153,0,12,1.186985
66,1380.279,432.7738,15,20,457.9734,15,20,1.186428
67,3097.192,261.3596,1,3,281.4673,1,3,1.211201
68,1418.13,456.9782,5,12,470.8156,5,12,1.167736
69,1468.866,548.6022,18,21,527.7227,6,8,1.200382
70,1810.248,483.5015,1,5,467.6439,4,13,1.245186
71,2099.387,533.7114,3,21,487.7731,9,16,1.165726
72,1354.088,46.74338,8,14,90.07766,8,14,1.189751
73,2817.907,615.3907,1,12,506.1796,0,17,1.172649
74,1085.832,295.4123,14,21,512.111,0,17,1.241745
75,1418.894,555.6178,1,15,550.5849,16,19,1.222858
76,1971.931,551.0526,5,11,507.8864,5,11,1.213924
77,2560.284,521.9037,1,18,507.9828,2,5,1.18343
78,2389.788,449.5106,0,15,439.4637,14,16,1.218731
79,1729.876,509.4414,0,14,454.5182,4,9,1.176426
80,1510.422,553.7209,1,8,582.9708,0,8,1.210972
81,2087.478,548.9408,11,13,365.7228,1,6,1.202831
82,2530.265,553.1454,0,21,367.4595,8,16,1.204823
83,2909.291,433.4339,1,2,450.4414,1,2,1.163914
84,1292.533,546.4,1,6,507.4752,4,17,1.153156
85,1549.077,490.5008,13,20,475.6789,7,14,1.203358
86,1053.635,525.0849,2,16,542.5591,0,8,1.180046
87,1729.868,550.7825,2,9,504.8995,2,9,1.19392
88,1922.522,494.082,0,14,500.1663,0,14,1.191261
89,3147.761,543.3943,10,12,498.2094,1,3,1.176918
90,1172.536,407.2479,2,15,405.4122,2,15,1.17205
91,1153.049,518.8125,0,13,431.0902,9,19,1.218842
92,2561.292,564.1756,0,15,539.3652,0,15,1.207542
93,1537.123,524.1252,8,12,558.4969,5,9,1.196228
94,2570.386,503.1819,1,19,562.4741,1,19,1.171936
95,2881.438,516.8237,16,20,516.8694,16,20,1.239723
96,3725.048,435.5132,6,17,559.0715,2,15,1.222824
97,1477.48,521.6799,9,15,498.8077,9,15,1.234062
98,2082.648,501.9408,3,9,479.0287,8,14,1.203712
99,2870.725,452.7134,8,9,357.9788,8,9,1.228569
